make -C bluesim --no-print-directory run
LD_PRELOAD=libSegFault.so SEGFAULT_USE_ALTSTACK=1 SEGFAULT_OUTPUT_NAME=bin/bsimexe-segv-output.txt  ./bin/ubuntu.exe ; retcode=$?; exit $retcode
Start testbench:
XsimTop starting
pc:00000478 inst:(fcd7d8e3) expanded: bge r15 r13 0xffffffd0

Cycle       1118 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1119 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1120 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1121 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       1122 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1123 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1124 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1125 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1126 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       1127 ----------------------------------------------------
pc:00000478 inst:(fcd7d8e3) expanded: bge r15 r13 0xffffffd0

Cycle       1128 ----------------------------------------------------
pc:0000047c inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       1129 ----------------------------------------------------
pc:00000480 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1130 ----------------------------------------------------
pc:00000484 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1131 ----------------------------------------------------
pc:00000488 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1132 ----------------------------------------------------
pc:0000048c inst:(faa590e3) expanded: bne r11 r10 0xffffffa0

Cycle       1133 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1134 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1135 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1136 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1137 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       1138 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1139 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1140 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1141 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       1142 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1143 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1144 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1145 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1146 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       1147 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1148 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1149 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1150 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       1151 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1152 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1153 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1154 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1155 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       1156 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1157 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1158 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1159 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       1160 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1161 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1162 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1163 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1164 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       1165 ----------------------------------------------------
pc:00000440 inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       1166 ----------------------------------------------------
pc:00000444 inst:(00e6cc63) expanded: blt r13 r14 0x18

Cycle       1167 ----------------------------------------------------
pc:0000045c inst:(00070793) expanded: addi r15 = r14 0x0

Cycle       1168 ----------------------------------------------------
pc:00000460 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1169 ----------------------------------------------------
pc:00000464 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1170 ----------------------------------------------------
pc:00000468 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1171 ----------------------------------------------------
pc:0000046c inst:(fca590e3) expanded: bne r11 r10 0xffffffc0

Cycle       1172 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1173 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1174 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1175 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1176 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       1177 ----------------------------------------------------
pc:00000478 inst:(fcd7d8e3) expanded: bge r15 r13 0xffffffd0

Cycle       1178 ----------------------------------------------------
pc:0000047c inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       1179 ----------------------------------------------------
pc:00000480 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1180 ----------------------------------------------------
pc:00000484 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1181 ----------------------------------------------------
pc:00000488 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1182 ----------------------------------------------------
pc:0000048c inst:(faa590e3) expanded: bne r11 r10 0xffffffa0

Cycle       1183 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1184 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1185 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1186 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1187 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       1188 ----------------------------------------------------
pc:00000440 inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       1189 ----------------------------------------------------
pc:00000444 inst:(00e6cc63) expanded: blt r13 r14 0x18

Cycle       1190 ----------------------------------------------------
pc:0000045c inst:(00070793) expanded: addi r15 = r14 0x0

Cycle       1191 ----------------------------------------------------
pc:00000460 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1192 ----------------------------------------------------
pc:00000464 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1193 ----------------------------------------------------
pc:00000468 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1194 ----------------------------------------------------
pc:0000046c inst:(fca590e3) expanded: bne r11 r10 0xffffffc0

Cycle       1195 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1196 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1197 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1198 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1199 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       1200 ----------------------------------------------------
pc:00000478 inst:(fcd7d8e3) expanded: bge r15 r13 0xffffffd0

Cycle       1201 ----------------------------------------------------
pc:0000047c inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       1202 ----------------------------------------------------
pc:00000480 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1203 ----------------------------------------------------
pc:00000484 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1204 ----------------------------------------------------
pc:00000488 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1205 ----------------------------------------------------
pc:0000048c inst:(faa590e3) expanded: bne r11 r10 0xffffffa0

Cycle       1206 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1207 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1208 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1209 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1210 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       1211 ----------------------------------------------------
pc:00000440 inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       1212 ----------------------------------------------------
pc:00000444 inst:(00e6cc63) expanded: blt r13 r14 0x18

Cycle       1213 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1214 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1215 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1216 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       1217 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1218 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1219 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1220 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1221 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       1222 ----------------------------------------------------
pc:0000045c inst:(00070793) expanded: addi r15 = r14 0x0

Cycle       1223 ----------------------------------------------------
pc:00000460 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1224 ----------------------------------------------------
pc:00000464 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1225 ----------------------------------------------------
pc:00000468 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1226 ----------------------------------------------------
pc:0000046c inst:(fca590e3) expanded: bne r11 r10 0xffffffc0

Cycle       1227 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1228 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1229 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1230 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1231 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       1232 ----------------------------------------------------
pc:00000440 inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       1233 ----------------------------------------------------
pc:00000444 inst:(00e6cc63) expanded: blt r13 r14 0x18

Cycle       1234 ----------------------------------------------------
pc:0000045c inst:(00070793) expanded: addi r15 = r14 0x0

Cycle       1235 ----------------------------------------------------
pc:00000460 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1236 ----------------------------------------------------
pc:00000464 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1237 ----------------------------------------------------
pc:00000468 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1238 ----------------------------------------------------
pc:0000046c inst:(fca590e3) expanded: bne r11 r10 0xffffffc0

Cycle       1239 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1240 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1241 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1242 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1243 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       1244 ----------------------------------------------------
pc:00000478 inst:(fcd7d8e3) expanded: bge r15 r13 0xffffffd0

Cycle       1245 ----------------------------------------------------
pc:0000047c inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       1246 ----------------------------------------------------
pc:00000480 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1247 ----------------------------------------------------
pc:00000484 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1248 ----------------------------------------------------
pc:00000488 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1249 ----------------------------------------------------
pc:0000048c inst:(faa590e3) expanded: bne r11 r10 0xffffffa0

Cycle       1250 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1251 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1252 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1253 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1254 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       1255 ----------------------------------------------------
pc:00000440 inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       1256 ----------------------------------------------------
pc:00000444 inst:(00e6cc63) expanded: blt r13 r14 0x18

Cycle       1257 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1258 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1259 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1260 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       1261 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1262 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1263 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1264 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1265 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       1266 ----------------------------------------------------
pc:00000478 inst:(fcd7d8e3) expanded: bge r15 r13 0xffffffd0

Cycle       1267 ----------------------------------------------------
pc:0000047c inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       1268 ----------------------------------------------------
pc:00000480 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1269 ----------------------------------------------------
pc:00000484 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1270 ----------------------------------------------------
pc:00000488 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1271 ----------------------------------------------------
pc:0000048c inst:(faa590e3) expanded: bne r11 r10 0xffffffa0

Cycle       1272 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1273 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1274 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1275 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1276 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       1277 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1278 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1279 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1280 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       1281 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1282 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1283 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1284 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1285 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       1286 ----------------------------------------------------
pc:00000440 inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       1287 ----------------------------------------------------
pc:00000444 inst:(00e6cc63) expanded: blt r13 r14 0x18

Cycle       1288 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1289 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1290 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1291 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       1292 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1293 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1294 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1295 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1296 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       1297 ----------------------------------------------------
pc:00000478 inst:(fcd7d8e3) expanded: bge r15 r13 0xffffffd0

Cycle       1298 ----------------------------------------------------
pc:0000047c inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       1299 ----------------------------------------------------
pc:00000480 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1300 ----------------------------------------------------
pc:00000484 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1301 ----------------------------------------------------
pc:00000488 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1302 ----------------------------------------------------
pc:0000048c inst:(faa590e3) expanded: bne r11 r10 0xffffffa0

Cycle       1303 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1304 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1305 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1306 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1307 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       1308 ----------------------------------------------------
pc:00000440 inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       1309 ----------------------------------------------------
pc:00000444 inst:(00e6cc63) expanded: blt r13 r14 0x18

Cycle       1310 ----------------------------------------------------
pc:0000045c inst:(00070793) expanded: addi r15 = r14 0x0

Cycle       1311 ----------------------------------------------------
pc:00000460 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1312 ----------------------------------------------------
pc:00000464 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1313 ----------------------------------------------------
pc:00000468 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1314 ----------------------------------------------------
pc:0000046c inst:(fca590e3) expanded: bne r11 r10 0xffffffc0

Cycle       1315 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1316 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1317 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1318 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1319 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       1320 ----------------------------------------------------
pc:00000478 inst:(fcd7d8e3) expanded: bge r15 r13 0xffffffd0

Cycle       1321 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1322 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1323 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1324 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       1325 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1326 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1327 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1328 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1329 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       1330 ----------------------------------------------------
pc:0000045c inst:(00070793) expanded: addi r15 = r14 0x0

Cycle       1331 ----------------------------------------------------
pc:00000460 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1332 ----------------------------------------------------
pc:00000464 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1333 ----------------------------------------------------
pc:00000468 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1334 ----------------------------------------------------
pc:0000046c inst:(fca590e3) expanded: bne r11 r10 0xffffffc0

Cycle       1335 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1336 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1337 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1338 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1339 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       1340 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1341 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1342 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1343 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       1344 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1345 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1346 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1347 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1348 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       1349 ----------------------------------------------------
pc:00000440 inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       1350 ----------------------------------------------------
pc:00000444 inst:(00e6cc63) expanded: blt r13 r14 0x18

Cycle       1351 ----------------------------------------------------
pc:0000045c inst:(00070793) expanded: addi r15 = r14 0x0

Cycle       1352 ----------------------------------------------------
pc:00000460 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1353 ----------------------------------------------------
pc:00000464 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1354 ----------------------------------------------------
pc:00000468 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1355 ----------------------------------------------------
pc:0000046c inst:(fca590e3) expanded: bne r11 r10 0xffffffc0

Cycle       1356 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1357 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1358 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1359 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1360 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       1361 ----------------------------------------------------
pc:00000478 inst:(fcd7d8e3) expanded: bge r15 r13 0xffffffd0

Cycle       1362 ----------------------------------------------------
pc:0000047c inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       1363 ----------------------------------------------------
pc:00000480 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       1364 ----------------------------------------------------
pc:00000484 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       1365 ----------------------------------------------------
pc:00000488 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       1366 ----------------------------------------------------
pc:0000048c inst:(faa590e3) expanded: bne r11 r10 0xffffffa0

Cycle       1367 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       1368 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       1369 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       1370 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       1371 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       1372 ----------------------------------------------------
